Region,State,Site Name,Site ID,,EPA ID,Address,City,Zip,County,FF Ind,NAI,Native American Entity,,Latitude,Longitude,NPL Status
,,,,,,,,,,,,(NAI Status),,,,Date
3,MD,BRANDYWINE DRMO,304462,,MD9570024803,BRANDYWINE ROAD AND CHERRY TREE CROSSING,BRANDYWINE,20613,PRINCE GEORGE'S,Y,N,,,38.698056,-76.845,05/10/99
3,MD,BUSH VALLEY LANDFILL,300258,,MDD980504195,BUSH RD POB 246,ABINGDON,21009,HARFORD,N,N,,,39.467219,-76.26195,03/31/89
3,MD,CENTRAL CHEMICAL (HAGERSTOWN),303260,,MDD003061447,MITCHELL AVE,HAGERSTOWN,21742,WASHINGTON,N,N,,,39.656667,-77.723611,09/25/97
3,MD,CURTIS BAY COAST GUARD YARD,304341,,MD4690307844,2401 HAWKINS POINT RD,BALTIMORE,21226,ANNE ARUNDEL,Y,N,,,39.2,-76.572694,09/05/02
3,MD,DWYER PROPERTY GROUND WATER PLUME,303618,,MDD985366756,NE OF INT. OF MD RTE 545 AND MD RTE 279,ELKTON,21921,CECIL,N,N,,,39.612007,-75.844474,03/10/11
3,MD,FORT DETRICK AREA B GROUND WATER,304606,,MDD985397249,810 SCHREIDER STREET,FREDERICK,21702,FREDERICK,Y,N,,,39.434442,-77.446769,04/09/09
3,MD,FORT GEORGE G. MEADE,300435,,MD9210020567,MARYLAND ROUTE 175,ODENTON,21113,ANNE ARUNDEL,Y,N,,,39.083333,-76.715278,07/28/98
3,MD,INDIAN HEAD NAVAL SURFACE WARFARE CENTER,300430,,MD7170024684,201 INDIAN HEAD HIGHWAY,INDIAN HEAD,20640,CHARLES,Y,N,,,38.591389,-77.174306,09/29/95
3,MD,KANE & LOMBARD STREET DRUMS,300344,,MDD980923783,KANE & LOMBARD STS,BALTIMORE,21224,BALTIMORE CITY,N,N,,,39.2956,-76.5419,06/10/86
3,MD,LIMESTONE ROAD,300292,,MDD980691588,LIMESTONE RD OFF RTE 51,CUMBERLAND,21502,ALLEGANY,N,N,,,39.626389,-78.722219,09/08/83
3,MD,"ORDNANCE PRODUCTS, INC.",303253,,MDD982364341,1079 MECHANICS VALLEY RD,NORTH EAST,21901,CECIL,N,N,,,39.630833,-75.923889,09/25/97
3,MD,PATUXENT RIVER NAVAL AIR STATION,300429,,MD7170024536,OPPOSITE LEXINGTON PARK (STATE HWY 235),PATUXENT RIVER,20670,ST. MARY'S,Y,N,,,38.270694,-76.419444,05/31/94
3,MD,"SAND, GRAVEL AND STONE",300316,,MDD980705164,RTE 40,ELKTON,21921,CECIL,N,N,,,39.615281,-75.896389,09/08/83
3,MD,SAUER DUMP,300348,,MDD981038334,4225 LYNHURST ROAD,DUNDALK,21222,BALTIMORE,N,N,,,39.270267,-76.45271,03/15/12
3,MD,"SPECTRON, INC.",300192,,MDD000218008,111 PROVIDENCE RD,ELKTON,21921,CECIL,N,N,,,39.691249,-75.877778,05/31/94
3,MD,WOODLAWN COUNTY LANDFILL,300265,,MDD980504344,FIRE TOWER & WAIBEL RDS.,COLORA,21917,CECIL,N,N,,,39.641669,-76.09,07/22/87
3,PA,A.I.W. FRANK/MID-COUNTY MUSTANG,300773,,PAD004351003,INT RTE 202 & RTE 30,EXTON,19341,CHESTER,N,N,,,40.031811,-75.6032,10/04/89
3,PA,AVCO LYCOMING (WILLIAMSPORT DIVISION),300699,,PAD003053709,652 OLIVER ST,WILLIAMSPORT,17701,LYCOMING,N,N,,,41.244031,-77.041111,02/21/90
3,PA,BAGHURST DRIVE,306939,,PAN000306939,NORTHERN INTERSECTION OF HENDRICKS ROAD AND BAGHURST DRIVE,HARLEYSVILLE,19438,MONTGOMERY,N,N,,,40.299483,-75.455133,09/22/14
3,PA,BALLY GROUND WATER CONTAMINATION,301029,,PAD061105128,ROUTE 100 20 N THIRD STREET,BALLY,19503,BERKS,N,N,,,40.3984,-75.5933,07/22/87
3,PA,BELL LANDFILL,301509,,PAD980705107,325 PARKER ROAD,TERRY TOWNSHIP,18853,BRADFORD,N,N,,,41.633061,-76.389169,10/04/89
3,PA,BENDIX FLIGHT SYSTEMS DIVISION,300694,,PAD003047974,MONTROSE PLT,SOUTH MONTROSE,18843,SUSQUEHANNA,N,N,,,41.797361,-75.88625,07/22/87
3,PA,BERKS SAND PIT,301434,,PAD980691794,UNOBTAINABLE,LONGSWAMP TOWNSHIP,19539,BERKS,N,N,,,40.4646,-75.6273,09/21/84
3,PA,BLOSENSKI LANDFILL,301376,,PAD980539985,ROUTE 340,WEST CALN TOWNSHIP,19376,CHESTER,N,N,,,40.02,-75.91055,09/08/83
3,PA,BOARHEAD FARMS,300963,,PAD047726161,LONELY COTTAGE DRIVE,BRIDGETON TOWNSHIP,18972,BUCKS,N,N,,,40.545831,-75.125,03/31/89
3,PA,BORIT ASBESTOS,301842,,PAD981034887,6 MAPLE STREET,AMBLER,19002,MONTGOMERY,N,N,,,40.153472,-75.228625,04/09/09
3,PA,"BRESLUBE-PENN, INC.",301139,,PAD089667695,84 MONTOUR RD,CORAOPOLIS,15108,ALLEGHENY,N,N,,,40.501389,-80.146389,06/17/96
3,PA,BROWN'S BATTERY BREAKING,301625,,PAD980831812,446 FISHER DAM RD,HAMBURG,19526,BERKS,N,N,,,40.519439,-76.001389,06/10/86
3,PA,BUTZ LANDFILL,301833,,PAD981034705,RD #5 TWP RTE 601,STROUDSBURG,18360,MONROE,N,N,,,41.0335,-75.3438,03/31/89
3,PA,CENTRE COUNTY KEPONE,300444,,PAD000436261,201 STRUBLE ROAD,STATE COLLEGE,16801,CENTRE,N,N,,,40.823611,-77.808331,09/08/83
3,PA,CHEM-FAB,300563,,PAD002323848,300 NORTH BROAD STREET,Doylestown,18901,BUCKS,N,N,,,40.315958,-75.136003,03/19/08
3,PA,COMMODORE SEMICONDUCTOR GROUP,301146,,PAD093730174,VAN BUREN & RITTENHOUSE RDS,LOWER PROVIDENCE TOWNSHIP,19403,MONTGOMERY,N,N,,,40.1241,-75.4194,10/04/89
3,PA,"CRATER RESOURCES, INC./KEYSTONE COKE CO./ALAN WOOD STEEL CO.",301193,,PAD980419097,2200 RENAISSANCE BOULEVARD,UPPER MERION TOWNSHIP,19406,MONTGOMERY,N,N,,,40.081667,-75.3425,10/14/92
3,PA,CROSSLEY FARM,302402,,PAD981740061,HUFF'S CHURCH ROAD & BLACKHEAD HILL,HEREFORD TOWNSHIP,18056,BERKS,N,N,,,40.435417,-75.620611,10/14/92
3,PA,CROYDON TCE,301849,,PAD981035009,RIVER ROAD,CROYDON TOWNSHIP,19020,BUCKS,N,N,,,40.084934,-74.8892,06/10/86
3,PA,"CRYOCHEM, INC.",300602,,PAD002360444,ROUTE 562,WORMAN,19512,BERKS,N,N,,,40.317219,-75.691669,10/04/89
3,PA,"DELTA QUARRIES & DISPOSAL, INC./STOTLER LANDFILL",301982,,PAD981038052,SAND BANK RD,ANTIS/LOGAN TWPS,16602,BLAIR,N,N,,,40.553611,-78.35445,03/31/89
3,PA,DOUGLASSVILLE DISPOSAL,300614,,PAD002384865,RTE 724,DOUGLASSVILLE,19518,BERKS,N,N,,,40.2575,-75.735281,09/08/83
3,PA,DRAKE CHEMICAL,300701,,PAD003058047,180 MYRTLE ST,LOCK HAVEN,17745,CLINTON,N,N,,,41.129169,-77.443611,09/08/83
3,PA,DUBLIN TCE SITE,302401,,PAD981740004,120 MILL ST./ WHISTLEWOOD APT-ROUTE 313,DUBLIN BOROUGH,18917,BUCKS,N,N,,,40.370892,-75.204897,08/30/90
3,PA,EAST MOUNT ZION,301426,,PAD980690549,DIENINGER ROAD,SPRINGETTSBURY TOWNSHIP,17402,YORK,N,N,,,40.0075,-76.665281,09/21/84
3,PA,EASTERN DIVERSIFIED METALS,301588,,PAD980830533,LIBERTY STREET,HOMETOWN,18522,SCHUYLKILL,N,N,,,40.829439,-75.9975,10/04/89
3,PA,ELIZABETHTOWN LANDFILL,301361,,PAD980539712,W RIDGE RD,ELIZABETHTOWN,17022,LANCASTER,N,N,,,40.132781,-76.608189,03/31/89
3,PA,FISCHER & PORTER CO.,300585,,PAD002345817,JACKSONVILLE & E COUNTY LINE RD,WARMINSTER,18974,BUCKS,N,N,,,40.183889,-75.0925,09/08/83
3,PA,FOOTE MINERAL CO.,301103,,PAD077087989,15 S BACTON HILL RD,EAST WHITELAND TOWNSHIP,19355,CHESTER,N,N,,,40.04,-75.585278,10/14/92
3,PA,FORMER EXIDE TECHNOLOGIES LAURELDALE,305561,,PAN000305561,3000 Montrose Avenue,LAURELDALE,19605,BERKS,N,N,,,40.381693,-75.908119,03/07/24
3,PA,FRANKLIN SLAG PILE (MDC),305549,,PASFN0305549,3110 CASTOR AVENUE,PHILADELPHIA,19134,PHILADELPHIA,N,N,,,39.983194,-75.083889,09/05/02
3,PA,HAVERTOWN PCP,300574,,PAD002338010,EAGLE ROAD RC DRAWER F,HAVERFORD,19083,DELAWARE,N,N,,,39.982781,-75.318611,09/08/83
3,PA,HELEVA LANDFILL,301249,,PAD980537716,Levans Road,NORTH WHITEHALL TWP,18037,LEHIGH,N,N,,,40.670831,-75.5625,09/08/83
3,PA,HELLERTOWN MANUFACTURING CO.,300623,,PAD002390748,1770 MAIN ST,HELLERTOWN,18055,NORTHAMPTON,N,N,,,40.595417,-75.340947,03/31/89
3,PA,HENDERSON ROAD,300847,,PAD009862939,372 S HENDERSON ROAD,UPPER MERION TOWNSHIP,19406,MONTGOMERY,N,N,,,40.086939,-75.35555,09/21/84
3,PA,HUNTERSTOWN ROAD,301595,,PAD980830897,RD #5,STRABAN TOWNSHIP,17325,ADAMS,N,N,,,39.85305,-77.206111,06/10/86
3,PA,INDUSTRIAL LANE,301211,,PAD980508493,INDUSTRIAL DR,WILLIAMS TOWNSHIP,18042,NORTHAMPTON,N,N,,,40.665831,-75.228611,09/21/84
3,PA,"JACKS CREEK/SITKIN SMELTING & REFINING, INC.",301569,,PAD980829493,PO BOX 708,MAITLAND,17044,MIFFLIN,N,N,,,40.641531,-77.475281,10/04/89
3,PA,"JACKSON CERAMIX, INC",300517,,PAD001222025,ROUTE 950,FALLS CREEK,15840,JEFFERSON,N,N,,,41.139167,-78.801944,09/14/05
3,PA,KEYSTONE SANITATION LANDFILL,300995,,PAD054142781,RD #1,UNION TOWNSHIP,17331,ADAMS,N,N,,,39.72445,-77.036111,07/22/87
3,PA,KIMBERTON,301432,,PAD980691703,COLD STREAM & HARES HILL ROADS,EAST PIKELAND TOWNSHIP,19442,CHESTER,N,N,,,40.12695,-75.575,09/08/83
3,PA,LETTERKENNY ARMY DEPOT (PDO AREA),302458,,PA2210090054,N FRANKLIN ST,FRANKLIN COUNTY,17201,FRANKLIN,Y,N,,,40.0075,-77.64,03/13/89
3,PA,LETTERKENNY ARMY DEPOT (SE AREA),302467,,PA6213820503,N FRANKLIN ST EXT,CHAMBERSBURG,17201,FRANKLIN,Y,N,,,39.9957,-77.6444,07/22/87
3,PA,LINDANE DUMP,301544,,PAD980712798,RTE 28 & SPRING HILL ROAD,HARRISON TOWNSHIP,15065,ALLEGHENY,N,N,,,40.6257,-79.7155,09/08/83
3,PA,LORD-SHOPE LANDFILL,301231,,PAD980508931,6262 PIEPER ROAD,GIRARD TOWNSHIP,16417,ERIE,N,N,,,41.977781,-80.3525,09/08/83
3,PA,LOWER DARBY CREEK AREA,305521,,PASFN0305521,Darby Creek and Avenue A,DARBY TOWNSHIP,19023,DELAWARE,N,N,,,39.885556,-75.267778,06/14/01
3,PA,MALVERN TCE,300868,,PAD014353445,258 N PHOENIXVILLE PK,MALVERN,19355,CHESTER,N,N,,,40.061669,-75.56805,09/08/83
3,PA,METAL BANK,300951,,PAD046557096,COTTMAN & DELAWARE AVE,PHILADELPHIA,19135,PHILADELPHIA,N,N,,,40.024169,-75.027781,09/08/83
3,PA,METRO CONTAINER CORPORATION,300939,,PAD044545895,CORNER OF WEST 2ND ST. AND PRICE STREET,TRAINER,19061,DELAWARE,N,N,,,39.824981,-75.399047,03/15/12
3,PA,MILL CREEK DUMP,301185,,PAD980231690,3081 W 17TH ST,ERIE,16505,ERIE,N,N,,,42.093331,-80.152781,09/21/84
3,PA,MODERN SANITATION LANDFILL,301322,,PAD980539068,4400 MT. PISGAH ROAD,LOWER WINDSOR TWP,17406,YORK,N,N,,,39.960561,-76.5925,06/10/86
3,PA,MW MANUFACTURING,301428,,PAD980691372,STATE ROUTE 54 AND I-80,VALLEY TOWNSHIP,17821,MONTOUR,N,N,,,40.99,-76.641669,06/10/86
3,PA,NAVAL AIR DEVELOPMENT CENTER (8 WASTE AREAS),302466,,PA6170024545,ST & JACKSONVILLE ROAD,WARMINSTER TOWNSHIP,18974,BUCKS,Y,N,,,40.1996,-75.0642,10/04/89
3,PA,NAVY SHIPS PARTS CONTROL CENTER,302460,,PA3170022104,OFF STATE HIGHWAY 641,MECHANICSBURG,17055,CUMBERLAND,Y,N,,,40.225556,-76.99361,05/31/94
3,PA,NORTH PENN - AREA 1,301156,,PAD096834494,162 N MAIN ST,SOUDERTON,18964,MONTGOMERY,N,N,,,40.3108,-75.3252,03/31/89
3,PA,NORTH PENN - AREA 12,301012,,PAD057152365,TROOPER RD,WORCESTER,19490,MONTGOMERY,N,N,,,40.1807,-75.3537,02/21/90
3,PA,NORTH PENN - AREA 2,300579,,PAD002342475,1 SPRING AVE,HATFIELD,19440,MONTGOMERY,N,N,,,40.293889,-75.297781,10/04/89
3,PA,NORTH PENN - AREA 5,301452,,PAD980692693,MAPLE DR,MONTGOMERY TOWNSHIP,18915,MONTGOMERY,N,N,,,40.2721,-75.2451,03/31/89
3,PA,NORTH PENN - AREA 6,301733,,PAD980926976,W 3RD ST,LANSDALE,19446,MONTGOMERY,N,N,,,40.248331,-75.295639,03/31/89
3,PA,NORTH PENN - AREA 7,300629,,PAD002498632,WISSAHICKON AVE,NORTH WALES,19454,MONTGOMERY,N,N,,,40.218061,-75.278889,03/31/89
3,PA,NOVAK SANITARY LANDFILL,301109,,PAD079160842,PARKLAND TERRACE RD & LAPP RD,SOUTH WHITEHALL TOWNSHIP,18104,LEHIGH,N,N,,,40.6332,-75.5611,10/04/89
3,PA,OCCIDENTAL CHEMICAL CORP./FIRESTONE TIRE & RUBBER CO.,301183,,PAD980229298,ARMAND HAMMER BLVD,LOWER POTTSGROVE TOWNSHIP,19464,MONTGOMERY,N,N,,,40.232081,-75.614169,10/04/89
3,PA,OHIO RIVER PARK,301227,,PAD980508816,GRAND AVE,NEVILLE ISLAND,15225,ALLEGHENY,N,N,,,40.518611,-80.1525,08/30/90
3,PA,OLD CITY OF YORK LANDFILL,301441,,PAD980692420,RD# 1 SOUTH RD,SEVEN VALLEYS,17360,YORK,N,N,,,39.840281,-76.759719,09/08/83
3,PA,OLD WILMINGTON ROAD GW CONTAMINATION,302420,,PAD981938939,OLD WILMINGTON ROAD,WEST CALN TOWNSHIP,19320,CHESTER,N,N,,,39.995833,-75.908333,02/04/00
3,PA,OSBORNE LANDFILL,301541,,PAD980712673,0.5 MILES E OF TOWN,GROVE CITY,16127,MERCER,N,N,,,41.161111,-80.058331,09/08/83
3,PA,PALMERTON ZINC PILE,300624,,PAD002395887,211 FRANKLIN ST,PALMERTON,18071,CARBON,N,N,,,40.808331,-75.583339,09/08/83
3,PA,PAOLI RAIL YARD,301447,,PAD980692594,RR SERVICE SHOP,PAOLI,19301,CHESTER,N,N,,,40.043189,-75.492919,08/30/90
3,PA,PRICE BATTERY LEAD SMELTER,305679,,PAN000305679,246 GRAND STREET,HAMBURG,19526,BERKS,N,N,,,40.549507,-75.980228,04/27/05
3,PA,RAYMARK,300894,,PAD039017694,220 JACKSONVILLE RD,HATBORO,19040,MONTGOMERY,N,N,,,40.179719,-75.098611,10/04/89
3,PA,REVERE CHEMICAL CO.,300982,,PAD051395499,SOUTHEAST SIDE OF ROUTE 611,NOCKAMIXON TOWNSHIP,18972,BUCKS,N,N,,,40.502781,-75.168889,07/22/87
3,PA,"RODALE MANUFACTURING CO., INC.",301744,,PAD981033285,6TH & MINOR STREETS,EMMAUS BOROUGH,18049,LEHIGH,N,N,,,40.531111,-75.493333,10/14/92
3,PA,RYELAND ROAD ARSENIC SITE,301755,,PAD981033459,RYELAND ROAD,HEIDELBERG TWP,19567,BERKS,N,N,,,40.35395,-76.175361,07/22/04
3,PA,SAEGERTOWN INDUSTRIAL AREA,301442,,PAD980692487,GRANT ST,SAEGERTOWN,16433,CRAWFORD,N,N,,,41.71884,-80.142972,02/21/90
3,PA,SAFETY LIGHT CORPORATION,304257,,PAD987295276,4150 A. OLD BERWICK ROAD,BLOOMSBURG,17815,COLUMBIA,N,N,,,41.015278,-76.376389,04/27/05
3,PA,SALFORD QUARRY,301486,,PAD980693204,610 QUARRY ROAD,LOWER SALFORD TOWNSHIP,19438,MONTGOMERY,N,N,,,40.251944,-75.382222,09/23/09
3,PA,SHARON STEEL CORP (FARRELL WORKS DISPOSAL AREA),300530,,PAD001933175,300 OHIO STREET,HERMITAGE,16159,MERCER,N,N,,,41.198611,-80.510278,07/28/98
3,PA,SHRIVER'S CORNER,301594,,PAD980830889,RD #6 ALONG RTE 394,STRABAN TOWNSHIP,17325,ADAMS,N,N,,,39.8999,-77.2055,06/10/86
3,PA,STANLEY KESSLER,300862,,PAD014269971,103 QUEENS DR,KING OF PRUSSIA,19406,MONTGOMERY,N,N,,,40.083889,-75.355,09/08/83
3,PA,TOBYHANNA ARMY DEPOT,302464,,PA5213820892,11 HAP ARNOLD BOULEVARD,TOBYHANNA,18466,MONROE,Y,N,,,41.19305,-75.419439,08/30/90
3,PA,TONOLLI CORP.,301087,,PAD073613663,RTE 54,NESQUEHONING,18240,CARBON,N,N,,,40.850561,-75.881111,10/04/89
3,PA,TYSONS DUMP,301436,,PAD980692024,310 BROWNLIE RD.,UPPER MERION TWP,19406,MONTGOMERY,N,N,,,40.111389,-75.362781,09/21/84
3,PA,UGI COLUMBIA GAS PLANT,301328,,PAD980539126,431 S. FRONT STREET,COLUMBIA,17512,LANCASTER,N,N,,,40.026207,-76.498389,05/31/94
3,PA,VALMONT TCE SITE  (FORMER - VALMONT INDUSTRIAL PARK),303307,,PAD982363970,Jaycee Drive,WEST HAZLETON,18201,LUZERNE,N,N,,,40.967778,-76.015556,09/13/01
3,PA,WALSH LANDFILL,301570,,PAD980829527,WELSH ROAD,HONEYBROOK TOWNSHIP,19344,CHESTER,N,N,,,40.119719,-75.915281,09/21/84
3,PA,WATSON JOHNSON LANDFILL,301517,,PAD980706824,E PUMPING STA RD,RICHLAND TOWNSHIP,18951,BUCKS,N,N,,,40.460139,-75.331861,09/13/01
3,PA,WESTINGHOUSE ELECTRIC CORP. (SHARON PLANT),300811,,PAD005000575,469 SHARPSVILLE AVE,SHARON,16146,MERCER,N,N,,,41.2434,-80.5058,08/30/90
3,PA,WESTINGHOUSE ELEVATOR CO. PLANT,300932,,PAD043882281,"1200BIGLERSVILLE RD, RTE 34 N",GETTYSBURG,17325,ADAMS,N,N,,,39.857219,-77.24,06/10/86
3,PA,WHITMOYER LABORATORIES,300643,,PAD003005014,19 N RAILROAD ST,JACKSON TOWNSHIP,17067,LEBANON,N,N,,,40.364719,-76.325,06/10/86
3,PA,WILLIAM DICK LAGOONS,301252,,PAD980537773,TELEGRAPH ROAD,WEST CALN TOWNSHIP,19376,CHESTER,N,N,,,40.041939,-75.898061,07/22/87
3,PA,WILLOW GROVE NAVAL AIR AND AIR RESERVE STATION,303820,,PAD987277837,RT 611 & COUNTY LINE ROAD,HORSHAM,19040,MONTGOMERY,Y,N,,,40.19222,-75.1475,09/29/95
3,VA,ABEX CORP.,302667,,VAD980551683,RANDOLPH + GREEN ST,PORTSMOUTH,23704,PORTSMOUTH CITY,N,Y,Nansemond Indian Nation (Current),,36.8265,-76.3045,08/30/90
3,VA,"ARROWHEAD ASSOCIATES, INC./SCOVILL CORP.",302565,,VAD042916361,RTE 3,MONTROSS,22520,WESTMORELAND,N,Y,"Rappahannock Tribe, Inc. (Current)",,38.086669,-76.791111,02/21/90
3,VA,"ATLANTIC WOOD INDUSTRIES, INC.",302836,,VAD990710410,3904 Burtons Point Road,PORTSMOUTH,23704,PORTSMOUTH CITY,N,Y,Nansemond Indian Nation (Current),,36.8065,-76.299,02/21/90
3,VA,"AVTEX FIBERS, INC.",302606,,VAD070358684,404 KENDRICK LANE,FRONT ROYAL,22630,WARREN,N,N,,,38.925561,-78.211669,06/10/86
3,VA,BUCKINGHAM COUNTY LANDFILL,302624,,VAD089027973,ST RTE 640 W OF US RTE 15,BUCKINGHAM,23936,BUCKINGHAM,N,N,,,37.514169,-78.516669,10/04/89
3,VA,CHISMAN CREEK,302756,,VAD980712913,WOLF TRAP RD,YORK COUNTY,23692,YORK,N,Y,Pamunkey Indian Tribe (Current); Upper Mattaponi Tribe (Current),,37.177,-76.4631,09/08/83
3,VA,"CULPEPER WOOD PRESERVERS, INC.",302592,,VAD059165282,RTE 666,CULPEPER,22701,CULPEPER,N,Y,Monacan Indian Nation (Current); Pamunkey Indian Tribe (Current); Upper Mattaponi Tribe (Former),,38.483331,-77.96,10/04/89
3,VA,DEFENSE GENERAL SUPPLY CENTER (DLA),302849,,VA3971520751,JEFFERSON DAVIS HGY,CHESTERFIELD COUNTY,23237,CHESTERFIELD,Y,Y,Chickahominy Indian Tribe (Current); Pamunkey Indian Tribe (Current),,37.4189,-77.4485,07/22/87
3,VA,FORMER NANSEMOND ORDNANCE DEPOT,302639,,VAD123933426,STATE ROUTE 135,SUFFOLK,23435,SUFFOLK CITY,N,Y,Nansemond Indian Nation (Current); Pamunkey Indian Tribe (Current); Upper Mattaponi Tribe (Former),,36.899722,-76.434722,07/22/99
3,VA,FORT EUSTIS (US ARMY),302859,,VA6210020321,END OF MULBERRY ISLAND,NEWPORT NEWS,23604,NEWPORT NEWS CITY,Y,Y,Nansemond Indian Nation (Current),,37.105,-76.568332,12/16/94
3,VA,GREENWOOD CHEMICAL CO.,302523,,VAD003125374,PO BOX 26 OFF STATE RTE 690,NEWTOWN,22943,ALBEMARLE,N,N,,,38.044719,-78.786389,07/22/87
3,VA,"H & H INC., BURN PIT",302659,,VAD980539878,10 MILES N RTE 33,FARRINGTON,23192,HANOVER,N,Y,"Chickahominy Indian Tribe--Eastern Division (Current); Rappahannock Tribe, Inc. (Current); Upper Mattaponi Tribe (Current)",,37.7243,-77.5857,03/31/89
3,VA,HIDDEN LANE LANDFILL,302762,,VAD980829030,"OFF OF PERSIMMON LN, ~3/4 MILE N OF RT 7",Sterling,20165,LOUDOUN,N,Y,"Delaware Nation, Oklahoma (Current); Monacan Indian Nation (Current); Pamunkey Indian Tribe (Current)",,39.056131,-77.424175,03/19/08
3,VA,KIM-STAN LANDFILL,302612,,VAD077923449,VA ROUTE 696,SELMA,24474,ALLEGHANY,N,N,,,37.800278,-79.861667,07/22/99
3,VA,L.A. CLARKE & SON,302542,,VAD007972482,ROUTE 608,SPOTSYLVANIA,22408,SPOTSYLVANIA,N,Y,"Pamunkey Indian Tribe (Current); Rappahannock Tribe, Inc. (Current)",,38.236111,-77.4325,06/10/86
3,VA,LANGLEY AIR FORCE BASE/NASA LANGLEY RESEARCH CENTER,303768,,VA2800005033,OFF STATE HIGHWAY 187,HAMPTON,23665,YORK,Y,Y,Pamunkey Indian Tribe (Current),,37.069999,-76.358611,05/31/94
3,VA,MARINE CORPS COMBAT DEVELOPMENT COMMAND,302840,,VA1170024722,5TH STREET,QUANTICO,22134,PRINCE WILLIAM,Y,Y,Pamunkey Indian Tribe (Former); Upper Mattaponi Tribe (Current),,38.521667,-77.29,05/31/94
3,VA,NAVAL AMPHIBIOUS BASE LITTLE CREEK,302853,,VA5170022482,SHORE DRIVE (U.S. ROUTE 60),VIRGINIA BEACH,23455,VIRGINIA BEACH CITY,Y,Y,Nansemond Indian Nation (Current); Pamunkey Indian Tribe (Current),,36.906111,-76.147778,05/10/99
3,VA,NAVAL SURFACE WARFARE CENTER - DAHLGREN,302862,,VA7170024684,2 MI E OF INTER 301 & 206,DAHLGREN,22448,KING GEORGE,Y,Y,"Rappahannock Tribe, Inc. (Current); Upper Mattaponi Tribe (Current)",,38.326667,-77.026944,10/14/92
3,VA,NAVAL WEAPONS STATION - YORKTOWN,302869,,VA8170024170,US NAVAL WEAPONS STA,YORKTOWN,23690,YORK,Y,Y,Chickahominy Indian Tribe--Eastern Division (Current); Pamunkey Indian Tribe (Current); Upper Mattaponi Tribe (Current),,37.245833,-76.588889,10/14/92
3,VA,NORFOLK NAVAL BASE (SEWELLS POINT NAVAL COMPLEX),302858,,VA6170061463,HELMICK ST,NORFOLK,23511,NORFOLK CITY,Y,Y,Nansemond Indian Nation (Current); Pamunkey Indian Tribe (Current),,36.940278,-76.300278,04/01/97
3,VA,NORFOLK NAVAL SHIPYARD,302841,,VA1170024813,VICTORY BOULEVARD,PORTSMOUTH,23709,PORTSMOUTH CITY,Y,Y,Nansemond Indian Nation (Current); Pamunkey Indian Tribe (Current); Upper Mattaponi Tribe (Former),,36.821944,-76.294722,07/22/99
3,VA,NWS YORKTOWN - CHEATHAM ANNEX,302848,,VA3170024605,"CHEATHAM ANNEX, NAVAL SUPPLY CENTER",YORKTOWN,23185,YORK,Y,Y,Nansemond Indian Nation (Former); Pamunkey Indian Tribe (Current); Upper Mattaponi Tribe (Current),,37.284722,-76.6075,12/01/00
3,VA,PECK IRON AND METAL,306115,,VAN000306115,3850 ELM AVENUE,PORTSMOUTH,23704,PORTSMOUTH CITY,N,Y,Nansemond Indian Nation (Current); Upper Mattaponi Tribe (Current),,36.809464,-76.308822,11/04/09
3,VA,"RENTOKIL, INC. (VIRGINIA WOOD PRESERVING DIVISION)",302607,,VAD071040752,OAKVIEW AVE & PEYTON STS,RICHMOND,23228,HENRICO,N,Y,Chickahominy Indian Tribe (Current); Chickahominy Indian Tribe--Eastern Division (Former); Upper Mattaponi Tribe (Current),,37.635831,-77.503611,03/31/89
3,VA,SALTVILLE WASTE DISPOSAL PONDS,302526,,VAD003127578,168 PERRYVILLE RD,SALTVILLE,24370,SMYTH,N,Y,Monacan Indian Nation (Current),,36.883339,-81.783331,09/08/83
3,VA,SAUNDERS SUPPLY CO.,302514,,VAD003117389,KINGS HWY BY CRITTENDEN & GODW,CHUCKATUCK,23432,SUFFOLK CITY,N,Y,Nansemond Indian Nation (Current),,36.86055,-76.581669,10/04/89
3,VA,ST. JULIENS CREEK ANNEX (U.S. NAVY),302852,,VA5170000181,VICTORY BOULEVARD,CHESAPEAKE,23323,CHESAPEAKE CITY,Y,Y,Nansemond Indian Nation (Current); Pamunkey Indian Tribe (Former); Upper Mattaponi Tribe (Former),,36.794167,-76.312222,07/27/00
3,VA,U.S. TITANIUM,302737,,VAD980705404,RTE 151,PINEY RIVER,22964,NELSON,N,N,,,37.708331,-79.016669,09/08/83
3,WV,ALLEGANY BALLISTICS LABORATORY (USNAVY),303171,,WV0170023691,COUNTY RTE 9,MINERAL COUNTY,26753,MINERAL,Y,N,,,39.560972,-78.843611,05/31/94
3,WV,BIG JOHN SALVAGE - HOULT ROAD,302947,,WVD054827944,HOULT ROAD,FAIRMONT,26554,MARION,N,N,,,39.497222,-80.123056,07/27/00
3,WV,"FIKE CHEMICAL, INC.",302940,,WVD047989207,W 19TH ST,NITRO,25143,PUTNAM,N,N,,,38.426669,-81.8425,09/08/83
3,WV,HANLIN-ALLIED-OLIN,303677,,WVD024185373,STATE ROUTE 2,MOUNDSVILLE,26041,MARSHALL,N,N,,,39.906667,-80.801389,07/22/99
3,WV,NORTH 25TH STREET GLASS AND ZINC,306876,,WVN000306876,N. 25TH STREET,CLARKSBURG,26301,HARRISON,N,N,,,39.297053,-80.357433,09/09/16
